category,Resto_name,Dishes_one,Dishes_two,Dishes_three,Dishes_four,Dishes_five,Dishes_six,Dishes_seven,Dishes_eight,Dishes_nine,Dishes_ten,locality_verbose
Filipino American Asian,The Piggery,Lechon, Crispy Pata, Sisig, Kare-Kare, Adobo, Sinigang, Bulalo, Lechon Kawali, Chicharon, Pancit Canton,"One Fifty Food Place, Teachers Village, Quezon City, Quezon City"
Filipino,The Place Resto Grill,Grilled Steak, BBQ Ribs, Chicken Skewers, Grilled Salmon, Shrimp Skewers, Pork Chops, Lamb Chops, Grilled Vegetables, Caesar Salad, Chocolate Brownie,"Don Bosco, ParaÃ±aque City"
Filipino American European,The Plantation Bar & Bistro,Chicken Curry, Beef Rendang, Fish and Chips, Caesar Salad, Margherita Pizza, Tiramisu, Cheesecake, Chocolate Lava Cake, Apple Pie, Mango Sticky Rice,"Salcedo Village, Makati City"
American,The Plaza Premium Baked Ham,Premium Baked Ham, Glazed Ham, Ham Sandwich, Ham and Cheese Croissant, Ham and Egg Muffin, Ham and Pineapple Pizza, Ham Salad, Ham and Cheese Omelette, Ham and Cheese Pasta, Ham and Mushroom Quiche,"DasmariÃ±as Village, Makati City"
American,The Plaza Premium Baked Ham,Premium Baked Ham, Glazed Ham, Ham Sandwich, Ham and Cheese Croissant, Ham and Egg Muffin, Ham and Pineapple Pizza, Ham Salad, Ham and Cheese Omelette, Ham and Cheese Pasta, Ham and Mushroom Quiche,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
American,The Plaza Premium Baked Ham,Premium Baked Ham, Glazed Ham, Ham Sandwich, Ham and Cheese Croissant, Ham and Egg Muffin, Ham and Pineapple Pizza, Ham Salad, Ham and Cheese Omelette, Ham and Cheese Pasta, Ham and Mushroom Quiche,"Rustan's, Glorietta Complex, Makati CIty, Makati City"
American,The Plaza Premium Baked Ham,Premium Baked Ham, Glazed Ham, Ham Sandwich, Ham and Cheese Croissant, Ham and Egg Muffin, Ham and Pineapple Pizza, Ham Salad, Ham and Cheese Omelette, Ham and Cheese Pasta, Ham and Mushroom Quiche,"Loyola Heights, Quezon City"
American,The Porch by Casa Verde,Casa Verde Burger, Baby Back Ribs, Chicken Parmigiana, Buffalo Wings, Mozzarella Sticks, Nachos, Fish and Chips, Fried Calamari, Chicken Alfredo, Oreo Mudslide,"Sikatuna Village, Quezon City"
Drinks Only,The Pub @ Le Village,Craft Beers, Whiskey Sour, Long Island Iced Tea, Martini, Mojito, Margarita, Rum and Coke, Vodka Cranberry, Gin and Tonic, Tequila Sunrise,"Le Village Lifestyle Park, Tatalon, Quezon City, Quezon City"
Beverages,The Pub at Southgate,Draught Beers, Wine, Cocktails, Whiskey, Rum, Vodka, Tequila, Gin, Mocktails, Soft Drinks,"Alphaland Southgate Mall, Magallanes, Makati City, Makati City"
Desserts Coffee,The Rabbit Hole,Chocolate Lava Cake, Matcha Cheesecake, Tiramisu, Red Velvet Cupcake, Salted Caramel Brownie, Churros, Affogato, Macarons, Milkshakes, Iced Coffee,"The Podium, Ortigas, Mandaluyong City, Mandaluyong City"
Asian Korean Hot Pot Korean BBQ,The Raw Kitchen,Bulgogi Hot Pot, Kimchi Jjigae, Galbi Jjim, Dak Galbi, Bibimbap, Japchae, Samgyeopsal, Kimbap, Tteokbokki, Sundubu Jjigae,"Tomas Morato, Quezon City"
American Burger,The Real Grill Burger,Classic Cheeseburger, Bacon Mushroom Swiss Burger, BBQ Bacon Burger, Hawaiian Burger, Veggie Burger, Chicken Burger, Fish Burger, Onion Rings, French Fries, Milkshakes,"Dalandanan, Valenzuela City"
Seafood Filipino,The Red Crab,Chili Crab, Garlic Butter Crab, Salted Egg Crab, Black Pepper Crab, Buttered Shrimp, Grilled Squid, Steamed Fish, Sinigang na Hipon, Adobong Pusit, Kare-Kare,"Eastwood Mall, Libis, Quezon City, Quezon City"
Seafood Filipino,The Red Crab,Chili Crab, Garlic Butter Crab, Salted Egg Crab, Black Pepper Crab, Buttered Shrimp, Grilled Squid, Steamed Fish, Sinigang na Hipon, Adobong Pusit, Kare-Kare,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
Seafood Filipino,The Red Crab,Chili Crab, Garlic Butter Crab, Salted Egg Crab, Black Pepper Crab, Buttered Shrimp, Grilled Squid, Steamed Fish, Sinigang na Hipon, Adobong Pusit, Kare-Kare,"Resorts World Manila, Newport City, Pasay City, Pasay City"
Seafood Filipino,The Red Crab,Chili Crab, Garlic Butter Crab, Salted Egg Crab, Black Pepper Crab, Buttered Shrimp, Grilled Squid, Steamed Fish, Sinigang na Hipon, Adobong Pusit, Kare-Kare,"Greenbelt 3, San Lorenzo, Makati City, Makati City"
European American International Spanish Asian Italian French Steak,The Red Piano,Rack of Lamb, T-Bone Steak, Paella, Sushi Platter, Spaghetti Carbonara, Escargots, Lobster Bisque, Beef Wellington, Foie Gras, CrÃ¨me BrÃ»lÃ©e,"The Plaza at Arya Residences, Bonifacio Global City, Taguig City, Taguig City"
American,The Rib Shack,Baby Back Ribs, St. Louis Ribs, BBQ Chicken, Pulled Pork Sandwich, BBQ Beef Brisket, Ribeye Steak, BBQ Chicken Pizza, Grilled Shrimp Skewers, Cornbread, Coleslaw,"BF Homes, ParaÃ±aque City"
American,The Rib Shack,Baby Back Ribs, St. Louis Ribs, BBQ Chicken, Pulled Pork Sandwich, BBQ Beef Brisket, Ribeye Steak, BBQ Chicken Pizza, Grilled Shrimp Skewers, Cornbread, Coleslaw,"Almanza, Las PiÃ±as City"
Filipino,The Roof Deck Bistro,Adobo Flakes, Kare-Kare, Crispy Pata, Chicken Inasal, Sinigang na Baboy, Pancit Malabon, Sisig, Bagnet, Lechon Kawali, Halo-Halo,"West Triangle, Quezon City"
Bakery Beverages Filipino American Desserts Coffee,The Round Robin Cafe,Pastries, Sandwiches, Coffee, Smoothies, Milkshakes, Pasta, Salad, Burgers, Pancakes, Waffles,"Sikatuna Village, Quezon City"
Seafood,The Royale Sharksfin Seafood Restaurant,Sharksfin Soup, Steamed Lapu-Lapu, Salt and Pepper Squid, Chili Prawns, Crispy Fried Shrimp, Seafood Kare-Kare, Baked Mussels, Grilled Fish, Crab Foo Yong, Stir-Fried Lobster,"Binondo, Manila"
Fast Food American,The Sandwich Guy,Roast Beef Sandwich, Turkey and Cheese Sandwich, Chicken Caesar Wrap, Tuna Melt Sandwich, Clubhouse Sandwich, Italian Sub Sandwich, Veggie Delight Sandwich, Ham and Egg Sandwich, Smoked Salmon Bagel, Chicken BBQ Panini,"Century City Mall, Poblacion, Makati City, Makati City"
Fast Food American,The Sandwich Guy,Roast Beef Sandwich, Turkey and Cheese Sandwich, Chicken Caesar Wrap, Tuna Melt Sandwich, Clubhouse Sandwich, Italian Sub Sandwich, Veggie Delight Sandwich, Ham and Egg Sandwich, Smoked Salmon Bagel, Chicken BBQ Panini,"Forum Robinsons, Buayang Bato, Mandaluyong City, Mandaluyong City"
Fast Food American,The Sandwich Guy,Roast Beef Sandwich, Turkey and Cheese Sandwich, Chicken Caesar Wrap, Tuna Melt Sandwich, Clubhouse Sandwich, Italian Sub Sandwich, Veggie Delight Sandwich, Ham and Egg Sandwich, Smoked Salmon Bagel, Chicken BBQ Panini,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Circuit Makati, Olympia, Makati City, Makati City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Ali Mall, Cubao, Quezon City, Quezon City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Ever Gotesco Commonwealth, Batasan Hills, Quezon City, Quezon City"
Lebanese,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Starmall EDSA-Shaw Boulevard, Highway Hills, Mandaluyong City, Mandaluyong City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Riverbanks Center, Barangka, Marikina City, Marikina City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Starmall Alabang, Filinvest City, Muntinlupa City, Muntinlupa City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"Ayala Malls Feliz, Dela Paz, Pasig City, Pasig City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"SM City Bicutan, Don Bosco, ParaÃ±aque City, ParaÃ±aque City"
Middle Eastern,The Shawarma Shack,Beef Shawarma, Chicken Shawarma, Lamb Shawarma, Falafel Shawarma, Shawarma Rice Plate, Shawarma Wrap, Shawarma Salad, Hummus, Tabouleh, Baklava,"SM City Manila, Ermita, Manila, Manila"
Seafood,The Shrimp Shack,Garlic Butter Shrimp, Cajun Shrimp, Coconut Shrimp, Shrimp Scampi, Shrimp Alfredo, Shrimp Curry, Shrimp Tempura, Shrimp Stir-Fry, Shrimp Tacos, Shrimp Cocktail,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Seafood,The Shrimp Shack,Garlic Butter Shrimp, Cajun Shrimp, Coconut Shrimp, Shrimp Scampi, Shrimp Alfredo, Shrimp Curry, Shrimp Tempura, Shrimp Stir-Fry, Shrimp Tacos, Shrimp Cocktail,"South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Seafood,The Shrimp Shack,Garlic Butter Shrimp, Cajun Shrimp, Coconut Shrimp, Shrimp Scampi, Shrimp Alfredo, Shrimp Curry, Shrimp Tempura, Shrimp Stir-Fry, Shrimp Tacos, Shrimp Cocktail,"Robinsons Place Manila, Ermita, Manila, Manila"
Seafood,The Shrimp Shack,Garlic Butter Shrimp, Cajun Shrimp, Coconut Shrimp, Shrimp Scampi, Shrimp Alfredo, Shrimp Curry, Shrimp Tempura, Shrimp Stir-Fry, Shrimp Tacos, Shrimp Cocktail,"Forum Robinsons, Buayang Bato, Mandaluyong City, Mandaluyong City"
Seafood,The Shrimp Shack,Garlic Butter Shrimp, Cajun Shrimp, Coconut Shrimp, Shrimp Scampi, Shrimp Alfredo, Shrimp Curry, Shrimp Tempura, Shrimp Stir-Fry, Shrimp Tacos, Shrimp Cocktail,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Filipino,The Singing Cooks & Waiters,Kare-Kare, Crispy Pata, Chicken Adobo, Pork Sinigang, Lechon Kawali, Beef Caldereta, Pancit Canton, Sisig, Bicol Express, Halo-Halo,"Libertad, Pasay City"
American,The Smokeyard,Smoked Brisket, Pulled Pork, BBQ Ribs, Smoked Chicken, BBQ Sandwiches, Mac and Cheese, Cornbread, Coleslaw, Baked Beans, Collard Greens,"Poblacion, Makati City"
American Grill,The Smoking Joint,BBQ Platter, Smoked Sausage, BBQ Chicken, Beef Brisket, Pulled Pork, Ribs, BBQ Wings, Smoked Salmon, BBQ Sandwiches, Cornbread,"Magallanes, Makati City"
Fast Food Burger,The Snack Shack,Cheeseburger, Hamburger, Chicken Burger, Hotdog Sandwich, Chicken Tenders, French Fries, Onion Rings, Milkshakes, Soft Drinks, Ice Cream Sundae,"Sikatuna Village, Quezon City"
Fast Food Burger,The Snack Shack,Cheeseburger, Hamburger, Chicken Burger, Hotdog Sandwich, Chicken Tenders, French Fries, Onion Rings, Milkshakes, Soft Drinks, Ice Cream Sundae,"Marikina Heights, Marikina City"
Drinks Only,The Social Bar,Craft Cocktails, Wine, Beer, Whiskey, Vodka, Gin, Rum, Tequila, Mocktails, Soft Drinks,"Poblacion, Makati City"
Asian International,The Strand Cafe,Sushi, Ramen, Pad Thai, Chicken Teriyaki, Beef Bulgogi, Bibimbap, Tom Yum Soup, Tempura, Fried Rice, Green Curry,"Salcedo Village, Makati City"
Coffee,The Sunny Side Cafe,All-Day Breakfast, Pancakes, Waffles, Omelettes, French Toast, Eggs Benedict, Breakfast Burrito, Corned Beef Hash, Avocado Toast, Coffee,"Westgate Center, Filinvest City, Mutinlupa City, Muntinlupa City"
Filipino,The TapsiShop,Tapsilog, Longsilog, Tosilog, Bangsilog, Chicksilog, Adosilog, Hotsilog, Porksilog, Cornsilog, Beef Tapa,"South Caloocan, Caloocan City"
European,The Tasting Room,Charcuterie Board, Cheese Platter, Escargots, Foie Gras, Truffle Pasta, Steak Frites, Duck Confit, Bouillabaisse, CrÃ¨me BrÃ»lÃ©e, Tarte Tatin,"City of Dreams Manila, Entertainment City, ParaÃ±aque City, ParaÃ±aque City"
Tea Asian,The Tea Republic,Milk Tea, Matcha Latte, Earl Grey Tea, Oolong Tea, Chamomile Tea, Jasmine Tea, Herbal Tea, Assam Tea, Chai Tea, Iced Tea,"Salcedo Village, Makati City"
Mediterranean,The Terrace - Maxims Hotel,Grilled Salmon, Lamb Chops, Beef Tenderloin, Pasta Primavera, Caesar Salad, Shrimp Cocktail, Lobster Bisque, Tiramisu, Chocolate Mousse, Panna Cotta,"Maxims Hotel, Newport City, Pasay City, Pasay City"
Steak Australian,The TrueGrill Meat Lovers' Cafe,Ribeye Steak, T-Bone Steak, Filet Mignon, Porterhouse Steak, New York Strip Steak, Prime Rib, Lamb Chops, Surf and Turf, Beef Ribs, BBQ Chicken,"Poblacion, Makati City"
Italian Coffee,The Urban Cafe,Pizza, Pasta, Panini, Salad, Sandwiches, Lasagna, Tiramisu, Cappuccino, Affogato, Gelato,"Wilcon City Center, Project 8, Quezon City, Quezon City"
Filipino American,The Urban Cafe,Pizza, Pasta, Panini, Salad, Sandwiches, Lasagna, Tiramisu, Cappuccino, Affogato, Gelato,"Novaliches, Quezon City"
Coffee Filipino American,The Urban Cafe,Pizza, Pasta, Panini, Salad, Sandwiches, Lasagna, Tiramisu, Cappuccino, Affogato, Gelato,"Fairview, Quezon City"
Healthy Food Asian Italian,The Vegetarian Kitchen,Vegan Burger, Vegan Pad Thai, Vegan Curry, Vegetarian Sushi, Vegetarian Pizza, Quinoa Salad, Falafel Wrap, Lentil Soup, Tofu Stir-Fry, Veggie Bowl,"Paligsahan, Quezon City"
Coffee,The Wander Space,Espresso, Cappuccino, Latte, Flat White, Macchiato, Mocha, Americano, Cold Brew, Iced Coffee, Affogato,"Teachers Village, Quezon City"
Desserts,The White Hat,Frozen Yogurt, Fruit Parfait, Yogurt Smoothie, Yogurt Bowl, Waffle Bowl, Toppings, Fresh Fruits, Granola, Honey, Chocolate Sauce,"Glorietta 3, Glorietta Complex, Makati CIty, Makati City"
Healthy Food,The Wholesome Table,Quinoa Bowl, Superfood Salad, Vegan Wrap, Beet Burger, Buddha Bowl, Acai Bowl, Green Smoothie, Chia Pudding, Raw Vegan Cheesecake, Detox Juice,"Salcedo Village, Makati City"
Healthy Food,The Wholesome Table,Quinoa Bowl, Superfood Salad, Vegan Wrap, Beet Burger, Buddha Bowl, Acai Bowl, Green Smoothie, Chia Pudding, Raw Vegan Cheesecake, Detox Juice,"Power Plant Mall, Rockwell, Makati City, Makati City"
Healthy Food,The Wholesome Table,Quinoa Bowl, Superfood Salad, Vegan Wrap, Beet Burger, Buddha Bowl, Acai Bowl, Green Smoothie, Chia Pudding, Raw Vegan Cheesecake, Detox Juice,"Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City"
American Coffee,The Wicked Waffle,Classic Waffle, Chocolate Waffle, Berry Waffle, Nutella Waffle, Peanut Butter Waffle, Salted Caramel Waffle, Banana Waffle, Cinnamon Waffle, Maple Syrup Waffle, Ice Cream Waffle,"Eastwood Cybermall, Libis, Quezon City, Quezon City"
Asian,The Wild Poppy,Pad Thai, Beef Rendang, Sushi Rolls, Chicken Satay, Tom Yum Soup, Bibimbap, BÃ¡nh MÃ¬, Pho, Ramen, Dim Sum,"Poblacion, Makati City"
European,The Wine Club,Charcuterie Board, Cheese Platter, Escargots, Beef Bourguignon, Paella, Moules Frites, Pasta Carbonara, Ratatouille, Tiramisu, CrÃ¨me BrÃ»lÃ©e,"Legaspi Village, Makati City"
American Italian,The Witches Brew Diners,Spaghetti and Meatballs, Fettuccine Alfredo, Margherita Pizza, Chicken Parmesan, Caesar Salad, Lasagna, Meat Lover's Pizza, Garlic Bread, Tiramisu, Cannoli,"BF Homes, ParaÃ±aque City"
British Filipino,The Woodman's Head,Fish and Chips, Bangers and Mash, Shepherd's Pie, Full English Breakfast, Beef and Guinness Stew, Chicken Tikka Masala, Adobo, Lechon Kawali, Halo-Halo, Sticky Toffee Pudding,"Poblacion, Makati City"
Drinks Only,The Yard Quenchers,Mojito, Margarita, Old Fashioned, Cosmopolitan, Whiskey Sour, Moscow Mule, Pina Colada, Daiquiri, Sangria, Non-Alcoholic Mocktails,"The Yard Streetfood Cinema, Laging Handa, Tomas Morato, Quezon City, Quezon City"
Coffee American Filipino,Theo's,Cappuccino, Latte, Mocha, Cold Brew, Affogato, Espresso, Dalgona Coffee, Ube Coffee, Pandan Coffee, Chai Tea Latte,"Teachers Village, Quezon City"
Filipino,There's Something About Sunday,Adobo, Sinigang, Kare-Kare, Crispy Pata, Lechon, Pancit Canton, Chicken Inasal, Sisig, Halo-Halo, Bibingka,"Tomas Morato, Quezon City"
Filipino Coffee,Third Space Studio Cafe,Barako Coffee, Kapeng Barako Frappe, Suman Latte, Ensaymada, Pandesal, Turon, Puto Bumbong, Ube Leche Flan, Bibingka Cheesecake, Mango Float,"Banawe, Quezon City"
Filipino Asian,Thirsty Barber,Sisig Fried Rice, Chicken Teriyaki, Bagoong Rice, Thai Green Curry, Korean BBQ, Mongolian Beef, Chicken Adobo Ramen, Spicy Tofu Stir-Fry, Mango Sticky Rice, Halo-Halo,"Addition Hills, San Juan City"
Chinese,Thomson Road Chinese Bistro,Sweet and Sour Pork, Kung Pao Chicken, Dim Sum Platter, Peking Duck, Yang Chow Fried Rice, Hot and Sour Soup, General Tso's Chicken, Mapo Tofu, Shrimp Dumplings, Egg Custard Tart,"Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City"
Japanese Asian Hot Pot,Thousand Cranes Shabu Shabu,Shabu-Shabu, Sukiyaki, Sashimi Platter, Yakitori, Gyoza, Tempura, Udon Noodles, Okonomiyaki, Matcha Ice Cream, Mochi,"Ayala Malls The 30th, Ugong, Pasig City, Pasig City"
American,Three Guys And A Grill,Burger with Fries, BBQ Ribs, Chicken Wings, Pulled Pork Sandwich, Buffalo Chicken Wrap, Caesar Salad, Grilled Steak, Onion Rings, Brownie Sundae, Apple Pie,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
American,Three Guys And A Grill,Burger with Fries, BBQ Ribs, Chicken Wings, Pulled Pork Sandwich, Buffalo Chicken Wrap, Caesar Salad, Grilled Steak, Onion Rings, Brownie Sundae, Apple Pie,"Poblacion, Makati City"
Filipino,Three Sisters,Chicken Adobo, Pork Sinigang, Pancit Palabok, Lechon Kawali, Bistek Tagalog, Kare-Kare, Halo-Halo, Bibingka, Suman, Leche Flan,"Kapitolyo, Pasig City"
Finger Food Filipino,Tides Grill & Bistro,Crispy Pata, Sisig, Calamari, Buffalo Wings, Nachos, Cheese Sticks, Onion Rings, Chicken Satay, Garlic Parmesan Fries, Chili Cheese Fries,"BF Homes, ParaÃ±aque City"
Finger Food Filipino,Tides Grill & Bistro,Crispy Pata, Sisig, Calamari, Buffalo Wings, Nachos, Cheese Sticks, Onion Rings, Chicken Satay, Garlic Parmesan Fries, Chili Cheese Fries,"Tomas Morato, Quezon City"
Finger Food Filipino,Tides Grill & Bistro,Crispy Pata, Sisig, Calamari, Buffalo Wings, Nachos, Cheese Sticks, Onion Rings, Chicken Satay, Garlic Parmesan Fries, Chili Cheese Fries,"Olympia, Makati City"
Chinese,Tien Ma's Taiwanese Cuisine,Beef Noodle Soup, Xiao Long Bao, Scallion Pancake, Braised Pork Rice, Fried Dumplings, Hot and Sour Soup, Dan Dan Noodles, Mapo Tofu, Bubble Tea, Mango Shaved Ice,"Banawe, Quezon City"
Chinese,Tien Ma's Taiwanese Cuisine,Beef Noodle Soup, Xiao Long Bao, Scallion Pancake, Braised Pork Rice, Fried Dumplings, Hot and Sour Soup, Dan Dan Noodles, Mapo Tofu, Bubble Tea, Mango Shaved Ice,"Libis, Quezon City"
Chinese,Tien Ma's Taiwanese Cuisine,Beef Noodle Soup, Xiao Long Bao, Scallion Pancake, Braised Pork Rice, Fried Dumplings, Hot and Sour Soup, Dan Dan Noodles, Mapo Tofu, Bubble Tea, Mango Shaved Ice,"Cubao, Quezon City"
Chinese Hot Pot,Tien Tien Hotpot,Sichuan Spicy Hot Pot, Lamb Hot Pot, Beef Hot Pot, Seafood Hot Pot, Mushroom Hot Pot, Vegetable Hot Pot, Rice Noodles, Dumplings, Shrimp Balls, Sesame Balls,"Urdaneta, Makati City"
Coffee,Tierra's,Espresso, Cappuccino, Latte, Americano, Flat White, Affogato, Iced Coffee, Cold Brew, Mocha, Chai Latte,"Teachers Village, Quezon City"
Asian,Tiger Leaf,Green Curry, Pad See Ew, Beef Bulgogi, Teriyaki Chicken, Tom Kha Gai, Bibimbap, Pineapple Fried Rice, Vietnamese Spring Rolls, Mango Sticky Rice, Thai Iced Tea,"Evia Lifestyle Center, Alabang, Muntinlupa City, Muntinlupa City"
Filipino Grill,Tiki's Redi Grill,Chicken Inasal, Pork BBQ, Liempo, Isaw, Betamax, Tocino, Longganisa, Bangus, Grilled Squid, Grilled Pusit,"Royale Place Mall, Old Balara, Quezon City, Quezon City"
Middle Eastern,Tikka Tikka,Chicken Shawarma, Beef Kebab, Falafel, Hummus, Tabouleh, Baklava, Lamb Biryani, Chicken Mandi, Fatoush Salad, Mango Lassi,"The Yard Streetfood Cinema, Laging Handa, Tomas Morato, Quezon City, Quezon City"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"Main Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"Glorietta 3, Glorietta Complex, Makati CIty, Makati City"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"Robinsons Place Manila, Ermita, Manila, Manila"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Chinese,Tim Ho Wan,Baked BBQ Pork Buns, Shrimp Dumplings, Rice Rolls, Wonton Noodles, Congee, Beef Rice, Egg Tarts, Tofu Skin Rolls, Sesame Balls, Mango Sago,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Cubao, Quezon City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Salcedo Village, Makati City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Glorietta 4, Glorietta Complex, Makati City, Makati City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Venice Grand Canal Mall, McKinley Hill, Taguig City, Taguig City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Libis, Quezon City"
Coffee Desserts,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"U. N. Square, Ermita, Manila, Manila"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"The Link, Glorietta Complex, Makati City, Makati City"
Coffee,Tim Hortons,Double Double Coffee, Iced Cappuccino, French Vanilla Cappuccino, Maple Cinnamon French Toast, Bagels, Donuts, Muffins, Breakfast Sandwiches, Timbits, Ice Cream,"Salcedo Village, Makati City"
Korean Hot Pot Korean BBQ,Timog Pocha,Army Stew, Korean BBQ, Bibimbap, Jjajangmyeon, Budae Jjigae, Tteokbokki, Kimchi Fried Rice, Ramyeon, Bulgogi, Bingsu,"Tomas Morato, Quezon City"
Chinese,Tin Hao,Shrimp Dumplings, Fried Rice, Roast Duck, Sweet and Sour Pork, Beef with Broccoli, Yang Chow Fried Rice, Lemon Chicken, Salt and Pepper Squid, Spring Rolls, Mango Pudding,"Puregold Valenzuela, Dalandanan, Valenzuela City, Valenzuela City"
Mexican,Tio Pedro,Tacos, Burritos, Enchiladas, Quesadillas, Fajitas, Guacamole, Nachos, Churros, Margaritas, Tequila Shots,"BF Homes, ParaÃ±aque City"
Filipino,Tipanan,Lumpiang Shanghai, Adobong Manok, Sinigang na Baboy, Kare-Kare, Pancit Malabon, Leche Flan, Halo-Halo, Sisig, Chopsuey, Bistek Tagalog,"Sikatuna Village, Quezon City"
